league_country,scraping_time,link,no,name,league,club,league_level,age,height,nationality,position,foot,consultancy,supplier,club_since,contract_until,international,former_international,international_games,international_goals,market_value,market_value_currency,market_value_latest_correction,highest_market_value,highest_market_value_date,starting_eleven_quote,minutes_quote,penalty_saves_quote,goal_participation_quote,instagram,injury,goals_conceded,clean_sheets,games,points_per_game,goals,assists,own_goals,ins,outs,yellow_cards,yellow_red_cards,red_cards,penalty_goals,minutes_per_goal,minutes
Schweiz,20230420225134,https://www.transfermarkt.ch/david-von-ballmoos/profil/spieler/203124,26,David von Ballmoos,Super League,BSC Young Boys,1.Liga,28,"1,92 m",Schweiz,Torwart,rechts,Giallanza Sport,adidas,01.07.2013,30.06.2025,Schweiz,,0,0,"2,50 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"3,50 Mio. €",07.10.2019,54,53,50,,http://www.instagram.com/davidvonballmoos/,KnieverletzungRückkehr unbekannt,9,7,15,"2,13",-,,-,-,1,-,-,-,,,1.324'
Schweiz,20230420225140,https://www.transfermarkt.ch/anthony-racioppi/profil/spieler/395671,1,Anthony Racioppi,Super League,BSC Young Boys,1.Liga,24,"1,88 m",Schweiz,Torwart,rechts,Guanabara Esportes SA,,10.01.2022,30.06.2025,,Schweiz U21,13,0,"1,30 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"2,00 Mio. €",07.01.2021,46,47,0,,http://www.instagram.com/racioppi_anthony/,,11,5,14,"1,93",-,,-,1,-,-,-,-,,,1.196'
Schweiz,20230420225153,https://www.transfermarkt.ch/marvin-keller/profil/spieler/500763,33,Marvin Keller,Super League,BSC Young Boys,1.Liga,20,"1,90 m",Schweiz,Torwart,,IFM,,13.02.2023,30.06.2027,Schweiz U21,,2,0,500 Tsd. €Letzte Änderung: 29.12.2022,Tsd. €,Letzte Änderung: 29.12.2022,500 Tsd. €,29.12.2022,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Schweiz,20230420225210,https://www.transfermarkt.ch/dario-marzino/profil/spieler/254968,40,Dario Marzino,Super League,BSC Young Boys,1.Liga,26,"1,84 m",Schweiz,Torwart,rechts,Front Group GmbH,,08.07.2022,30.06.2023,,Schweiz U21,0,0,100 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,300 Tsd. €,21.04.2021,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Schweiz,20230420225230,https://www.transfermarkt.ch/leandro-zbinden/profil/spieler/507524,61,Leandro Zbinden,Super League,BSC Young Boys,1.Liga,20,"1,89 m",Schweiz,Torwart,,Soccer Mondial AG,,01.07.2021,30.06.2023,,Schweiz U15,1,0,100 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,100 Tsd. €,04.10.2021,,,,,,unbekannte VerletzungRückkehr unbekannt,,,,,,,,,,,,,,,
Schweiz,20230420225245,https://www.transfermarkt.ch/mohamed-camara/profil/spieler/426723,13,Mohamed Camara,Super League,BSC Young Boys,1.Liga,25,"1,91 m",Guinea,Innenverteidiger,rechts,CAA Stellar,,06.07.2018,30.06.2024,Guinea,,19,0,"5,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"5,00 Mio. €",28.03.2023,39,38,,0,http://www.instagram.com/camara_mhdali4/,MeniskusrissRückkehr unbekannt,,,11,"2,36",-,-,-,-,1,2,-,-,-,-,956'
Schweiz,20230420225258,https://www.transfermarkt.ch/cedric-zesiger/profil/spieler/382478,5,Cédric Zesiger,Super League,BSC Young Boys,1.Liga,24,"1,94 m",Schweiz,Innenverteidiger,links,IFM,adidas,01.07.2019,30.06.2025,Schweiz,,2,0,"4,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"4,00 Mio. €",28.03.2023,86,84,,3,http://www.instagram.com/zesiger5/,,,,24,"2,00",2,-,-,-,1,8,1,-,-,1.063',2.126'
Schweiz,20230420225311,https://www.transfermarkt.ch/sandro-lauper/profil/spieler/254965,30,Sandro Lauper,Super League,BSC Young Boys,1.Liga,26,"1,85 m",Schweiz,Innenverteidiger,rechts,Sport 11 AG,Nike,01.07.2018,30.06.2025,,Schweiz,0,0,"1,50 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"3,00 Mio. €",21.01.2019,25,28,,5,http://www.instagram.com/sml.30/,,,,12,"2,08",1,2,-,5,2,-,-,-,-,709',709'
Schweiz,20230420225325,https://www.transfermarkt.ch/aurele-amenda/profil/spieler/635645,4,Aurèle Amenda,Super League,BSC Young Boys,1.Liga,19,"1,94 m",Schweiz,Innenverteidiger,,Signature - ISCM AG,adidas,01.01.2022,30.06.2025,Schweiz U21,,1,0,500 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,500 Tsd. €,28.03.2023,18,21,,0,,,,,9,"1,78",-,-,-,4,-,1,-,-,-,-,521'
Schweiz,20230420225339,https://www.transfermarkt.ch/fabian-lustenberger/profil/spieler/42203,28,Fabian Lustenberger,Super League,BSC Young Boys,1.Liga,34,"1,80 m",Schweiz,Innenverteidiger,rechts,Signature - ISCM AG,,01.07.2019,30.06.2023,,Schweiz,3,0,400 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,"5,00 Mio. €",12.02.2014,57,58,,0,,,,,20,"2,25",-,-,-,4,4,3,-,-,-,-,1.464'
Schweiz,20230420225356,https://www.transfermarkt.ch/ulisses-garcia/profil/spieler/192616,21,Ulisses Garcia,Super League,BSC Young Boys,1.Liga,27,"1,83 m",Schweiz,Linker Verteidiger,links,Soccer Mondial AG,Nike,01.07.2018,30.06.2024,,Schweiz,4,0,"2,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"3,00 Mio. €",03.01.2022,61,57,,11,http://www.instagram.com/ulissesgarcia20/,,,,19,"2,00",1,6,-,2,5,4,-,1,-,1.439',1.439'
Schweiz,20230420225410,https://www.transfermarkt.ch/loris-benito/profil/spieler/119085,23,Loris Benito,Super League,BSC Young Boys,1.Liga,31,"1,84 m",Schweiz,Linker Verteidiger,links,SBE Management AG,,04.07.2022,30.06.2025,,Schweiz,13,1,800 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,"4,00 Mio. €",04.06.2019,32,32,,5,http://www.instagram.com/lorisbenito/,OberschenkelverletzungRückkehr unbekannt,,,14,"2,21",-,3,-,5,3,-,-,-,-,-,815'
Schweiz,20230420225426,https://www.transfermarkt.ch/kevin-ruegg/profil/spieler/290032,17,Kevin Rüegg,Super League,BSC Young Boys,1.Liga,24,"1,73 m",Schweiz,Rechter Verteidiger,rechts,SBE Management AG,Nike,16.07.2022,30.06.2023,,Schweiz U21,17,0,"1,00 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"6,00 Mio. €",04.06.2019,25,22,,2,http://www.instagram.com/kevin.rueegg,unbekannte VerletzungRückkehr unbekannt,,,9,"2,22",-,1,-,2,6,1,-,-,-,-,556'
Schweiz,20230420225439,https://www.transfermarkt.ch/lewin-blum/profil/spieler/507455,27,Lewin Blum,Super League,BSC Young Boys,1.Liga,21,"1,81 m",Schweiz,Rechter Verteidiger,rechts,IFM,,01.07.2021,30.06.2027,Schweiz U21,,7,0,"1,00 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"1,00 Mio. €",10.11.2022,68,64,,5,,,,,25,"2,12",-,3,-,6,9,7,-,-,-,-,1.610'
Schweiz,20230420225455,https://www.transfermarkt.ch/quentin-maceiras/profil/spieler/274498,24,Quentin Maceiras,Super League,BSC Young Boys,1.Liga,27,"1,81 m",Schweiz,Rechter Verteidiger,rechts,Gold Kick SA,,11.08.2020,30.06.2024,,,,,500 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,"1,00 Mio. €",12.07.2018,11,13,,0,,,,,6,"1,50",-,-,-,3,1,1,-,-,-,-,322'
Schweiz,20230420225518,https://www.transfermarkt.ch/cheikh-niasse/profil/spieler/644032,20,Cheikh Niasse,Super League,BSC Young Boys,1.Liga,23,"1,88 m",Senegal,Defensives Mittelfeld,rechts,DKN Agency,adidas,03.02.2022,30.06.2026,,,,,"2,50 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"2,50 Mio. €",10.11.2022,68,63,,2,,unbekannte VerletzungRückkehr unbekannt,,,22,"2,09",-,1,-,3,7,6,-,-,-,-,1.588'
Schweiz,20230420225539,https://www.transfermarkt.ch/miguel-chaiwa/profil/spieler/956604,14,Miguel Chaiwa,Super League,BSC Young Boys,1.Liga,18,"1,81 m",Sambia,Defensives Mittelfeld,rechts,Guanabara Esportes SA,,01.07.2022,30.06.2027,Sambia,,1,0,100 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,100 Tsd. €,28.03.2023,0,3,,0,,,,,,,,,,,,,,,,,
Schweiz,20230420225556,https://www.transfermarkt.ch/kastriot-imeri/profil/spieler/469957,29,Kastriot Imeri,Super League,BSC Young Boys,1.Liga,22,"1,78 m",Schweiz,Zentrales Mittelfeld,rechts,Footuro AG,adidas,16.08.2022,30.06.2026,Schweiz U21,,20,7,"7,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"8,00 Mio. €",08.06.2022,48,49,,10,,,,,20,"2,25",3,2,-,9,7,-,-,-,-,340',1.020'
Schweiz,20230420225612,https://www.transfermarkt.ch/filip-ugrinic/profil/spieler/394236,7,Filip Ugrinic,Super League,BSC Young Boys,1.Liga,24,"1,84 m",Schweiz,Linkes Mittelfeld,rechts,Soccer Mondial AG,,01.07.2022,30.06.2026,,Schweiz U21,1,0,"2,70 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"2,70 Mio. €",10.11.2022,50,49,,6,,,,,21,"2,14",1,3,-,7,8,2,-,-,-,1.230',1.230'
Schweiz,20230420225632,https://www.transfermarkt.ch/fabian-rieder/profil/spieler/507341,32,Fabian Rieder,Super League,BSC Young Boys,1.Liga,21,"1,81 m",Schweiz,Offensives Mittelfeld,links,IFM,,14.01.2021,30.06.2025,Schweiz,,4,0,"12,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"12,00 Mio. €",28.03.2023,89,82,,14,http://www.instagram.com/fabianriieder/,,,,26,"2,00",6,3,-,1,12,7,-,-,1,343',2.060'
Schweiz,20230420225647,https://www.transfermarkt.ch/donat-rrudhani/profil/spieler/534360,22,Donat Rrudhani,Super League,BSC Young Boys,1.Liga,23,"1,86 m",Kosovo,Linksaußen,links,IFM,,01.07.2022,30.06.2026,Kosovo,,8,1,700 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,700 Tsd. €,10.11.2022,11,17,,6,,,,,17,"2,18",-,4,-,14,3,1,-,-,-,-,430'
Schweiz,20230420225704,https://www.transfermarkt.ch/christian-fassnacht/profil/spieler/250490,16,Christian Fassnacht,Super League,BSC Young Boys,1.Liga,29,"1,85 m",Schweiz,Rechtsaußen,rechts,SEG,,01.07.2017,30.06.2024,Schweiz,,19,4,"3,00 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"5,00 Mio. €",19.10.2018,75,67,,17,http://www.instagram.com/fassnacht16/,,,,23,"2,09",5,6,-,2,11,3,-,-,-,337',1.685'
Schweiz,20230420225719,https://www.transfermarkt.ch/meschack-elia/profil/spieler/423678,15,Meschack Elia,Super League,BSC Young Boys,1.Liga,25,"1,73 m",DR Kongo,Mittelstürmer,rechts,LITCHI AG,,14.02.2020,30.06.2024,DR Kongo,,29,7,"5,00 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"5,00 Mio. €",04.10.2021,54,55,,16,http://www.instagram.com/meschackelialina/,,,,23,"2,04",7,3,-,8,9,1,-,1,-,198',1.389'
Schweiz,20230420225735,https://www.transfermarkt.ch/jean-pierre-nsame/profil/spieler/225055,18,Jean-Pierre Nsame,Super League,BSC Young Boys,1.Liga,29,"1,88 m",Kamerun,Mittelstürmer,rechts,Global Compensation,Nike,19.07.2017,30.06.2024,Kamerun,,4,0,"3,50 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"7,00 Mio. €",31.07.2020,64,58,,32,http://www.instagram.com/nsame18/,Gelbsperre - Super Leaguebis 23.04.2023,,,26,"2,15",16,4,-,8,15,4,-,-,1,92',1.464'
Schweiz,20230420225747,https://www.transfermarkt.ch/cedric-itten/profil/spieler/243856,11,Cedric Itten,Super League,BSC Young Boys,1.Liga,26,"1,89 m",Schweiz,Mittelstürmer,rechts,IFM,Nike,01.07.2022,30.06.2026,Schweiz,,9,4,"3,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"4,50 Mio. €",18.01.2021,61,57,,33,http://www.instagram.com/cedricitten_13/,,,,26,"2,00",14,7,-,9,11,3,-,1,4,103',1.444'
Schweiz,20230420225804,https://www.transfermarkt.ch/joel-monteiro/profil/spieler/410787,77,Joël Monteiro,Super League,BSC Young Boys,1.Liga,23,"1,91 m",Portugal,Mittelstürmer,rechts,Alke Sports Group Sàrl,,01.03.2021,30.06.2024,,,,,700 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,700 Tsd. €,28.03.2023,14,23,,6,,,,,21,"1,90",1,3,-,17,1,1,-,-,-,583',583'
Schweiz,20230420225830,https://www.transfermarkt.ch/yannick-toure/profil/spieler/421824,,Yannick Toure,Super League,BSC Young Boys,1.Liga,22,"1,84 m",Schweiz,Mittelstürmer,rechts,Soccer Mondial AG,Nike,16.08.2021,30.06.2024,,Schweiz U20,1,0,400 Tsd. €Letzte Änderung: 29.12.2022,Tsd. €,Letzte Änderung: 29.12.2022,600 Tsd. €,08.06.2022,,,,,http://www.instagram.com/yannicktoure_f/,unbekannte VerletzungRückkehr unbekannt,,,,,,,,,,,,,,,
Schweiz,20230420225845,https://www.transfermarkt.ch/marwin-hitz/profil/spieler/59238,1,Marwin Hitz,Super League,FC Basel,1.Liga,35,"1,94 m",Schweiz,Torwart,rechts,ROOF,adidas,01.07.2022,30.06.2025,,Schweiz,2,0,500 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,"4,50 Mio. €",15.02.2016,93,91,43,,http://www.instagram.com/marwinhitz/,,31,6,26,"1,31",-,,-,-,1,3,-,-,,,2.295'
Schweiz,20230420225859,https://www.transfermarkt.ch/mirko-salvi/profil/spieler/147027,13,Mirko Salvi,Super League,FC Basel,1.Liga,29,"1,88 m",Schweiz,Torwart,rechts,Sportfront Global,,01.07.2022,30.06.2024,,Schweiz U21,1,0,100 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,650 Tsd. €,12.07.2017,7,9,0,,,,2,1,3,"0,67",-,,-,1,-,-,-,-,,,224'
Schweiz,20230420225921,https://www.transfermarkt.ch/nils-de-mol/profil/spieler/499195,16,Nils de Mol,Super League,FC Basel,1.Liga,21,"1,84 m",Schweiz,Torwart,rechts,Heusler Werthmüller Heitz,,01.07.2022,30.06.2023,,Schweiz U21,0,0,100 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,150 Tsd. €,23.06.2021,0,0,0,,,,,,,,,,,,,,,,,,
Schweiz,20230420225940,https://www.transfermarkt.ch/andy-pelmard/profil/spieler/494236,21,Andy Pelmard,Super League,FC Basel,1.Liga,23,"1,80 m",Frankreich,Innenverteidiger,rechts,P&P Sport Management S.A.M.,,01.07.2022,30.06.2025,,Frankreich U21,2,0,"3,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"5,00 Mio. €",15.10.2020,86,90,,3,http://www.instagram.com/andy_pelmard/,,,,28,"1,29",-,1,-,4,1,3,-,-,-,-,2.278'
Schweiz,20230420225956,https://www.transfermarkt.ch/arnau-comas/profil/spieler/388542,4,Arnau Comas,Super League,FC Basel,1.Liga,23,"1,91 m",Spanien,Innenverteidiger,rechts,Wasserman,,01.07.2022,30.06.2026,Spanien U21,,1,0,"1,50 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"1,50 Mio. €",28.03.2023,46,44,,8,http://www.instagram.com/arnaucomas/,OberschenkelproblemeRückkehr unbekannt,,,13,"1,54",2,1,-,-,2,5,-,-,-,558',1.115'
Schweiz,20230420230009,https://www.transfermarkt.ch/kasim-adams/profil/spieler/263801,15,Kasim Adams,Super League,FC Basel,1.Liga,27,"1,90 m",Ghana,Innenverteidiger,rechts,Signature - ISCM AG,,21.07.2022,30.06.2023,,Ghana,11,1,"1,30 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"8,50 Mio. €",12.07.2018,81,84,,3,http://www.instagram.com/adamskassim24/,,,,24,"1,38",-,1,-,2,-,4,-,-,-,-,2.048'
Schweiz,20230420230029,https://www.transfermarkt.ch/riccardo-calafiori/profil/spieler/502821,33,Riccardo Calafiori,Super League,FC Basel,1.Liga,20,"1,88 m",Italien,Linker Verteidiger,links,World Soccer Agency,,31.08.2022,30.06.2025,Italien U21,,2,0,"3,50 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"4,00 Mio. €",14.10.2021,74,63,,3,http://www.instagram.com/richycala/,,,,18,"1,28",-,1,-,1,5,5,-,-,-,-,1.308'
Schweiz,20230420230046,https://www.transfermarkt.ch/hugo-vogel/profil/spieler/743519,28,Hugo Vogel,Super League,FC Basel,1.Liga,19,"1,77 m",Frankreich,Linker Verteidiger,links,Goal Pro Management,adidas,01.07.2022,30.06.2026,Frankreich U19,,2,0,400 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,500 Tsd. €,30.03.2022,7,5,,0,http://instagram.com/vogel.hugoo,,,,2,"0,50",-,-,-,-,1,1,-,-,-,-,135'
Schweiz,20230420230057,https://www.transfermarkt.ch/sergio-lopez/profil/spieler/523972,22,Sergio López,Super League,FC Basel,1.Liga,24,"1,79 m",Spanien,Rechter Verteidiger,rechts,Footfeel ISM,,01.07.2021,30.06.2024,,,,,"1,00 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"1,00 Mio. €",08.08.2018,43,44,,5,http://www.instagram.com/sergiolg2/,Gelbsperre - UEFA Europa Conference Leaguebis 21.04.2023,,,15,"1,20",1,1,-,3,4,2,-,-,-,1.103',1.103'
Schweiz,20230420230116,https://www.transfermarkt.ch/michael-lang/profil/spieler/51346,5,Michael Lang,Super League,FC Basel,1.Liga,32,"1,85 m",Schweiz,Rechter Verteidiger,rechts,IFM,,19.07.2021,30.06.2025,Schweiz,,31,3,500 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,"6,00 Mio. €",18.12.2018,50,52,,11,,,,,19,"1,21",1,3,-,5,4,4,-,1,-,1.296',1.296'
Schweiz,20230420230136,https://www.transfermarkt.ch/fabian-frei/profil/spieler/52595,20,Fabian Frei,Super League,FC Basel,1.Liga,34,"1,83 m",Schweiz,Defensives Mittelfeld,rechts,Giallanza Sport,adidas,01.01.2018,30.06.2024,Schweiz,,24,3,500 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,"5,00 Mio. €",14.04.2015,39,44,,5,http://www.instagram.com/fabianfrei20/,BandscheibenvorfallRückkehr unbekannt,,,19,"1,26",1,1,-,8,1,2,1,-,1,1.106',1.106'
Schweiz,20230420230146,https://www.transfermarkt.ch/taulant-xhaka/profil/spieler/113125,34,Taulant Xhaka,Super League,FC Basel,1.Liga,32,"1,72 m",Albanien,Defensives Mittelfeld,rechts,Signature - ISCM AG,,01.07.2010,30.06.2027,,Albanien,30,1,300 Tsd. €Letzte Änderung: 10.11.2022,Tsd. €,Letzte Änderung: 10.11.2022,"4,00 Mio. €",20.04.2016,50,42,,8,http://www.instagram.com/tx.34/,,,,16,"1,69",-,3,-,2,11,6,-,-,-,-,1.056'
Schweiz,20230420230202,https://www.transfermarkt.ch/wouter-burger/profil/spieler/412953,23,Wouter Burger,Super League,FC Basel,1.Liga,22,"1,90 m",Niederlande,Zentrales Mittelfeld,links,SEG,,31.08.2021,30.06.2025,Niederlande U21,,6,0,"4,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"4,00 Mio. €",28.03.2023,68,64,,8,http://www.instagram.com/wouterburger_/,,,,24,"1,38",3,-,-,5,9,8,-,1,-,536',1.609'
Schweiz,20230420230218,https://www.transfermarkt.ch/andy-diouf/profil/spieler/711976,8,Andy Diouf,Super League,FC Basel,1.Liga,19,"1,87 m",Frankreich,Zentrales Mittelfeld,links,SBE Management AG,adidas,18.07.2022,30.06.2023,Frankreich U21,,1,0,"1,40 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"1,40 Mio. €",28.03.2023,74,77,,3,http://www.instagram.com/diouf_andy/,,,,27,"1,30",-,1,-,7,4,3,-,-,-,-,1.876'
Schweiz,20230420230231,https://www.transfermarkt.ch/liam-chipperfield/profil/spieler/604780,40,Liam Chipperfield,Super League,FC Basel,1.Liga,19,"1,78 m",Schweiz,Zentrales Mittelfeld,,CAA Stellar,,01.01.2022,30.06.2023,Schweiz U19,,4,0,300 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,750 Tsd. €,08.06.2022,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Schweiz,20230420230247,https://www.transfermarkt.ch/emmanuel-essiam/profil/spieler/863745,18,Emmanuel Essiam,Super League,FC Basel,1.Liga,19,"1,83 m",Ghana,Zentrales Mittelfeld,rechts,SPOCS Global Sports,,03.01.2022,30.06.2026,,Ghana U23,2,0,200 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,200 Tsd. €,28.03.2023,4,4,,0,,,,,2,"2,00",-,-,-,1,-,-,-,-,-,-,90'
Schweiz,20230420230304,https://www.transfermarkt.ch/zeki-amdouni/profil/spieler/548729,9,Zeki Amdouni,Super League,FC Basel,1.Liga,22,"1,85 m",Schweiz,Offensives Mittelfeld,,Soccer Mondial AG,,01.07.2022,30.06.2024,Schweiz,,3,2,"5,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"5,00 Mio. €",28.03.2023,61,62,,27,http://www.instagram.com/zekiamdouni/,,,,24,"1,00",7,3,-,7,8,1,-,-,1,225',1.572'
Schweiz,20230420230321,https://www.transfermarkt.ch/darian-males/profil/spieler/507479,19,Darian Males,Super League,FC Basel,1.Liga,21,"1,89 m",Schweiz,Offensives Mittelfeld,links,Footuro AG,adidas,09.07.2021,30.06.2023,Schweiz U21,,13,0,"4,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"4,00 Mio. €",28.03.2023,54,47,,22,http://www.instagram.com/malesdarian/,,,,21,"1,33",3,5,-,6,11,3,-,-,1,398',1.193'
Schweiz,20230420230335,https://www.transfermarkt.ch/adriano-onyegbule/profil/spieler/806015,29,Adriano Onyegbule,Super League,FC Basel,1.Liga,16,"1,84 m",Deutschland,Offensives Mittelfeld,rechts,Berater bekannt - Spieler unter 18,,01.07.2022,30.06.2025,Deutschland U17,,2,0,100 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,100 Tsd. €,28.03.2023,0,0,,0,,keine Spielberechtigung - UEFA Europa Conference Leaguebis 30.06.2023,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Schweiz,20230420230348,https://www.transfermarkt.ch/liam-millar/profil/spieler/487417,7,Liam Millar,Super League,FC Basel,1.Liga,23,"1,81 m",Kanada,Linksaußen,rechts,,,08.07.2021,30.06.2025,Kanada,,17,0,"1,80 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"3,00 Mio. €",28.03.2022,39,43,,3,http://www.instagram.com/liammillar11/,,,,21,"1,38",-,1,-,10,7,3,-,-,-,-,1.083'
Schweiz,20230420230401,https://www.transfermarkt.ch/anton-kade/profil/spieler/654234,30,Anton Kade,Super League,FC Basel,1.Liga,19,"1,85 m",Deutschland,Linksaußen,rechts,Lucky 13,,01.07.2022,30.06.2026,Deutschland U19,,8,2,"1,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"1,00 Mio. €",28.03.2023,25,22,,3,,,,,15,"1,33",-,1,-,8,7,-,-,-,-,-,557'
Schweiz,20230420230417,https://www.transfermarkt.ch/hugo-novoa/profil/spieler/668276,90,Hugo Novoa,Super League,FC Basel,1.Liga,20,"1,82 m",Spanien,Rechtsaußen,rechts,ROOF,,04.01.2023,30.06.2024,Spanien U21,,4,1,"5,00 Mio. €Letzte Änderung: 09.11.2022",Mio. €,Letzte Änderung: 09.11.2022,"5,00 Mio. €",21.09.2022,25,30,,19,http://www.instagram.com/hugonovoa_/,,,,9,"1,11",1,2,-,6,4,-,-,-,-,329',329'
Schweiz,20230420230432,https://www.transfermarkt.ch/dan-ndoye/profil/spieler/365108,27,Dan Ndoye,Super League,FC Basel,1.Liga,22,"1,83 m",Schweiz,Rechtsaußen,rechts,BSG GROUP,,01.07.2022,30.06.2026,Schweiz U21,,22,8,"3,50 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"4,00 Mio. €",07.01.2021,71,71,,8,http://www.instagram.com/danndoye10/,,,,25,"1,28",2,1,-,5,13,5,-,-,-,891',1.782'
Schweiz,20230420230450,https://www.transfermarkt.ch/andi-zeqiri/profil/spieler/345468,17,Andi Zeqiri,Super League,FC Basel,1.Liga,23,"1,85 m",Schweiz,Mittelstürmer,links,Gold Kick SA,Nike,02.08.2022,30.06.2023,,Schweiz,7,0,"2,70 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"3,00 Mio. €",22.12.2021,62,52,,26,http://www.instagram.com/andizeqiri99/,,,,22,"1,18",7,2,-,6,16,2,-,-,-,172',1.205'
Schweiz,20230420230503,https://www.transfermarkt.ch/jean-kevin-augustin/profil/spieler/264956,10,Jean-Kévin Augustin,Super League,FC Basel,1.Liga,25,"1,79 m",Frankreich,Mittelstürmer,rechts,Sport Cover,adidas,01.07.2022,30.06.2025,,Frankreich U21,9,6,"1,30 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"25,00 Mio. €",22.10.2018,14,19,,11,http://www.instagram.com/augustin_29/,,,,13,"1,77",3,1,-,9,4,3,-,-,1,157',472'
Schweiz,20230420230519,https://www.transfermarkt.ch/bradley-fink/profil/spieler/539801,14,Bradley Fink,Super League,FC Basel,1.Liga,20,"1,92 m",Schweiz,Mittelstürmer,beidfüßig,SCORES sports management ag,Puma,17.08.2022,30.06.2026,Schweiz U21,,4,1,"1,00 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"1,00 Mio. €",10.11.2022,46,45,,14,http://www.instagram.com/bradleyfink9/,,,,20,"1,30",5,-,-,9,8,2,-,-,-,194',969'
